country,decade,tried,deaths,battles,population
Ireland,1610,0,0,0,1148125
Ireland,1620,0,0,0,1252500
Ireland,1630,0,0,0,1356875
Ireland,1640,0,0,17,1461250
Ireland,1650,0,0,5,1565625
Ireland,1660,1,0,0,1670000
Ireland,1670,0,0,0,1774375
Ireland,1680,0,0,0,1878750
Ireland,1690,0,0,0,1983125
Ireland,1700,0,0,0,2087500
Ireland,1710,0,0,0,2317125
Ireland,1720,0,0,0,2546750
Ireland,1730,0,0,0,2776375
Ireland,1740,0,0,0,3006000
Ireland,1750,0,0,0,3235625
Ireland,1760,0,0,0,3465250
Ireland,1770,0,0,0,3694875
Ireland,1780,0,0,0,3924500
Ireland,1790,0,0,0,4154125
Ireland,1800,0,0,0,4383750
Ireland,1810,0,0,0,4321125
Ireland,1820,0,0,0,4258500
Ireland,1830,0,0,0,4195875
Ireland,1840,0,0,0,4133250
Ireland,1850,0,0,0,4070625
Italy,1300,0,0,0,10000000
Italy,1310,0,0,0,9700000
Italy,1320,1,0,0,9400000
Italy,1330,0,0,0,9100000
Italy,1340,1,0,0,8800000
Italy,1350,0,0,0,8500000
Italy,1360,1,0,0,8200000
Italy,1370,5,1,0,7900000
Italy,1380,4,1,0,7600000
Italy,1390,5,3,0,7300000
Italy,1400,2,0,0,7000000
Italy,1410,1,0,0,7300000
Italy,1420,7,4,0,7600000
Italy,1430,0,0,0,7900000
Italy,1440,1,1,0,8200000
Italy,1450,6,2,0,8500000
Italy,1460,4,0,0,8800000
Italy,1470,12,8,0,9100000
Italy,1480,43,40,0,9400000
Italy,1490,1,0,0,9700000
Italy,1500,0,0,0,10000000
Italy,1510,0,0,0,10200000
Italy,1520,0,0,0,10400000
Italy,1530,0,0,0,10600000
Italy,1540,0,0,0,10800000
Italy,1550,7,0,1,11000000
Italy,1560,2,0,0,11200000
Italy,1570,18,0,0,11400000
Italy,1580,127,0,0,11600000
Italy,1590,56,0,0,11800000
Italy,1600,2,0,0,12000000
Italy,1610,35,0,0,12100000
Italy,1620,126,0,2,12200000
Italy,1630,68,0,6,12300000
Italy,1640,60,0,6,12400000
Italy,1650,9,0,0,12500000
Italy,1660,0,0,0,12600000
Italy,1670,0,0,0,12700000
Italy,1680,0,0,0,12800000
Italy,1690,0,0,0,12900000
Italy,1700,0,0,0,13000000
Italy,1710,0,0,0,13600000
Italy,1720,0,0,0,14200000
Italy,1730,0,0,0,14800000
Italy,1740,0,0,0,15400000
Italy,1750,0,0,0,16000000
Italy,1760,0,0,0,16600000
Italy,1770,0,0,0,17200000
Italy,1780,0,0,0,17800000
Italy,1790,0,0,0,18400000
Italy,1800,0,0,0,19000000
Italy,1810,0,0,0,20500000
Italy,1820,0,0,0,22000000
Italy,1830,0,0,0,23500000
Italy,1840,0,0,0,25000000
Italy,1850,0,0,0,26500000
Luxembourg,1300,0,0,0,97500
Luxembourg,1310,0,0,0,93990
Luxembourg,1320,0,0,0,90480
Luxembourg,1330,0,0,0,86970
Luxembourg,1340,0,0,0,83460
Luxembourg,1350,0,0,0,79950
Luxembourg,1360,0,0,0,76440
Luxembourg,1370,0,0,0,72930
Luxembourg,1380,0,0,0,69420
Luxembourg,1390,0,0,0,65910
Luxembourg,1400,0,0,0,62400
Luxembourg,1410,0,0,0,65910
Luxembourg,1420,0,0,0,69420
Luxembourg,1430,0,0,0,72930
Luxembourg,1440,0,0,0,76440
Luxembourg,1450,0,0,0,79950
Luxembourg,1460,0,0,0,83460
Luxembourg,1470,3,0,0,86970
Luxembourg,1480,0,0,0,90480
Luxembourg,1490,0,0,0,93990
Luxembourg,1500,0,0,0,97500
Luxembourg,1510,0,0,0,99450
Luxembourg,1520,0,0,0,101400
Luxembourg,1530,0,0,0,103350
Luxembourg,1540,0,0,0,105300
Luxembourg,1550,0,0,0,107250
Luxembourg,1560,0,0,0,109200
Luxembourg,1570,0,0,0,111150
Luxembourg,1580,38,33,0,113100
Luxembourg,1590,38,33,0,115050
Luxembourg,1600,48,33,0,117000
Luxembourg,1610,49,0,0,118950
Luxembourg,1620,39,0,0,120900
Luxembourg,1630,2,0,0,122850
Luxembourg,1640,2,0,0,124800
Luxembourg,1650,0,0,0,126750
Luxembourg,1660,0,0,0,128700
Luxembourg,1670,0,0,0,130650
Luxembourg,1680,0,0,0,132600
Luxembourg,1690,0,0,0,134550
Luxembourg,1700,0,0,0,136500
Luxembourg,1710,0,0,0,148200
Luxembourg,1720,0,0,0,159900
Luxembourg,1730,0,0,0,171600
Luxembourg,1740,0,0,0,183300
Luxembourg,1750,0,0,0,195000
Luxembourg,1760,0,0,0,206700
Luxembourg,1770,0,0,0,218400
Luxembourg,1780,0,0,0,230100
Luxembourg,1790,0,0,0,241800
Luxembourg,1800,0,0,0,253500
Luxembourg,1810,0,0,0,282750
Luxembourg,1820,0,0,0,312000
Luxembourg,1830,0,0,0,341250
Luxembourg,1840,0,0,0,370500
Luxembourg,1850,0,0,0,399750
Netherlands,1300,0,0,0,800000
Netherlands,1310,0,0,0,780000
Netherlands,1320,1,0,0,760000
Netherlands,1330,0,0,0,740000
Netherlands,1340,0,0,0,720000
Netherlands,1350,0,0,0,700000
Netherlands,1360,0,0,0,680000
Netherlands,1370,3,0,0,660000
Netherlands,1380,0,0,0,640000
Netherlands,1390,0,0,0,620000
Netherlands,1400,3,0,0,600000
Netherlands,1410,1,0,0,630000
Netherlands,1420,2,0,0,660000
Netherlands,1430,0,0,0,690000
Netherlands,1440,6,0,0,720000
Netherlands,1450,3,0,0,750000
Netherlands,1460,3,0,0,780000
Netherlands,1470,2,1,0,810000
Netherlands,1480,0,0,0,840000
Netherlands,1490,5,0,0,870000
Netherlands,1500,3,0,0,900000
Netherlands,1510,1,0,0,960000
Netherlands,1520,3,0,0,1020000
Netherlands,1530,7,1,0,1080000
Netherlands,1540,18,5,0,1140000
Netherlands,1550,14,8,0,1200000
Netherlands,1560,32,14,1,1260000
Netherlands,1570,6,0,16,1320000
Netherlands,1580,26,10,14,1380000
Netherlands,1590,41,4,10,1440000
Netherlands,1600,22,2,4,1500000
Netherlands,1610,23,0,0,1550000
Netherlands,1620,22,1,4,1600000
Netherlands,1630,16,0,3,1650000
Netherlands,1640,14,0,2,1700000
Netherlands,1650,31,0,0,1750000
Netherlands,1660,12,0,0,1800000
Netherlands,1670,14,0,0,1850000
Netherlands,1680,9,0,0,1900000
Netherlands,1690,2,0,0,1950000
Netherlands,1700,3,0,0,2000000
Netherlands,1710,4,0,0,2000000
Netherlands,1720,2,0,0,2000000
Netherlands,1730,1,0,0,2000000
Netherlands,1740,3,0,0,2000000
Netherlands,1750,1,0,0,2000000
Netherlands,1760,2,0,0,2000000
Netherlands,1770,4,0,0,2000000
Netherlands,1780,1,0,0,2000000
Netherlands,1790,0,0,0,2000000
Netherlands,1800,0,0,0,2000000
Netherlands,1810,0,0,0,2325000
Netherlands,1820,1,0,0,2650000
Netherlands,1830,1,0,0,2975000
Netherlands,1840,0,0,0,3300000
Netherlands,1850,1,0,0,3625000
Northern Ireland,1300,0,0,0,132000
Northern Ireland,1310,0,0,0,128700
Northern Ireland,1320,0,0,0,125400
Northern Ireland,1330,0,0,0,122100
Northern Ireland,1340,0,0,0,118800
Northern Ireland,1350,0,0,0,115500
Northern Ireland,1360,0,0,0,112200
Northern Ireland,1370,0,0,0,108900
Northern Ireland,1380,0,0,0,105600
Northern Ireland,1390,0,0,0,102300
Northern Ireland,1400,0,0,0,99000
Northern Ireland,1410,0,0,0,102300
Northern Ireland,1420,0,0,0,105600
Northern Ireland,1430,0,0,0,108900
Northern Ireland,1440,0,0,0,112200
Northern Ireland,1450,0,0,0,115500
Northern Ireland,1460,0,0,0,118800
Northern Ireland,1470,0,0,0,122100
Northern Ireland,1480,0,0,0,125400
Northern Ireland,1490,0,0,0,128700
Northern Ireland,1500,0,0,0,132000
Northern Ireland,1510,0,0,0,139425
Northern Ireland,1520,0,0,0,146850
Northern Ireland,1530,0,0,0,154275
Northern Ireland,1540,0,0,0,161700
Northern Ireland,1550,0,0,0,169125
Northern Ireland,1560,0,0,0,176550
Northern Ireland,1570,0,0,0,183975
Northern Ireland,1580,0,0,0,191400
Northern Ireland,1590,0,0,0,198825
Northern Ireland,1600,0,0,0,206250
Northern Ireland,1610,0,0,0,226875
Northern Ireland,1620,0,0,0,247500
Northern Ireland,1630,0,0,0,268125
Northern Ireland,1640,0,0,5,288750
Northern Ireland,1650,0,0,1,309375
Northern Ireland,1660,0,0,0,330000
Northern Ireland,1670,0,0,0,350625
Northern Ireland,1680,0,0,0,371250
Northern Ireland,1690,1,0,0,391875
Northern Ireland,1700,0,0,0,412500
Northern Ireland,1710,8,0,0,457875
Northern Ireland,1720,0,0,0,503250
Northern Ireland,1730,0,0,0,548625
Northern Ireland,1740,0,0,0,594000
Northern Ireland,1750,0,0,0,639375
Northern Ireland,1760,0,0,0,684750
Northern Ireland,1770,0,0,0,730125
Northern Ireland,1780,0,0,0,775500
Northern Ireland,1790,0,0,0,820875
Northern Ireland,1800,0,0,0,866250
Northern Ireland,1810,0,0,0,853875
Northern Ireland,1820,0,0,0,841500
Northern Ireland,1830,0,0,0,829125
Northern Ireland,1840,0,0,0,816750
Northern Ireland,1850,0,0,0,804375
Norway,1300,0,0,0,400000
Norway,1310,0,0,0,390000
Norway,1320,0,0,0,380000
Norway,1330,0,0,0,370000
Norway,1340,0,0,0,360000
Norway,1350,0,0,0,350000
Norway,1360,0,0,0,340000
Norway,1370,0,0,0,330000
Norway,1380,0,0,0,320000
Norway,1390,0,0,0,310000
Norway,1400,0,0,0,300000
Norway,1410,0,0,0,310000
Norway,1420,0,0,0,320000
Norway,1430,0,0,0,330000
Norway,1440,0,0,0,340000
Norway,1450,0,0,0,350000
Norway,1460,0,0,0,360000
Norway,1470,0,0,0,370000
Norway,1480,0,0,0,380000
Norway,1490,0,0,0,390000
Norway,1500,0,0,0,400000
Norway,1510,0,0,0,410000
Norway,1520,0,0,0,420000
Norway,1530,0,0,0,430000
Norway,1540,0,0,0,440000
Norway,1550,0,0,0,450000
Norway,1560,4,0,0,460000
Norway,1570,25,3,0,470000
Norway,1580,17,5,0,480000
Norway,1590,16,7,0,490000
Norway,1600,21,11,0,500000
Norway,1610,73,33,0,510000
Norway,1620,134,69,0,520000
Norway,1630,80,31,0,530000
Norway,1640,97,41,0,540000
Norway,1650,80,26,0,550000
Norway,1660,157,47,0,560000
Norway,1670,56,5,0,570000
Norway,1680,64,1,0,580000
Norway,1690,26,1,0,590000
Norway,1700,2,0,0,600000
Norway,1710,2,0,0,630000
Norway,1720,1,0,0,660000
Norway,1730,6,0,0,690000
Norway,1740,1,0,0,720000
Norway,1750,1,0,0,750000
Norway,1760,0,0,0,780000
Norway,1770,0,0,0,810000
Norway,1780,0,0,0,840000
Norway,1790,0,0,0,870000
Norway,1800,0,0,0,900000
Norway,1810,0,0,0,1035000
Norway,1820,0,0,0,1170000
Norway,1830,0,0,0,1305000
Norway,1840,0,0,0,1440000
Norway,1850,0,0,0,1575000
Poland,1300,0,0,0,3500000
Poland,1310,0,0,0,3425000
Poland,1320,0,0,0,3350000
Poland,1330,0,0,0,3275000
Poland,1340,0,0,0,3200000
Poland,1350,0,0,0,3125000
Poland,1360,0,0,0,3050000
Poland,1370,0,0,0,2975000
Poland,1380,0,0,0,2900000
Poland,1390,0,0,0,2825000
Poland,1400,0,0,0,2750000
Poland,1410,0,0,0,2875000
Poland,1420,0,0,0,3000000
Poland,1430,1,0,0,3125000
Poland,1440,1,0,0,3250000
Poland,1450,3,2,0,3375000
Poland,1460,2,0,0,3500000
Poland,1470,0,0,0,3625000
Poland,1480,3,1,0,3750000
Poland,1490,2,0,0,3875000
Poland,1500,0,0,0,4000000
Poland,1510,0,0,0,4100000
Poland,1520,0,0,0,4200000
Poland,1530,0,0,0,4300000
Poland,1540,0,0,0,4400000
Poland,1550,0,0,0,4500000
Poland,1560,0,0,0,4600000
Poland,1570,0,0,0,4700000
Poland,1580,0,0,0,4800000
Poland,1590,0,0,0,4900000
Poland,1600,0,0,0,5000000
Poland,1610,0,0,0,5100000
Poland,1620,0,0,1,5200000
Poland,1630,0,0,1,5300000
Poland,1640,0,0,1,5400000
Poland,1650,0,0,0,5500000
Poland,1660,0,0,0,5600000
Poland,1670,0,0,0,5700000
Poland,1680,0,0,0,5800000
Poland,1690,0,0,0,5900000
Poland,1700,0,0,0,6000000
Poland,1710,0,0,0,6300000
Poland,1720,0,0,0,6600000
Poland,1730,0,0,0,6900000
Poland,1740,0,0,0,7200000
Poland,1750,0,0,0,7500000
Poland,1760,0,0,0,7800000
Poland,1770,0,0,0,8100000
Poland,1780,0,0,0,8400000
Poland,1790,0,0,0,8700000
Poland,1800,0,0,0,9000000
Poland,1810,0,0,0,10500000
Poland,1820,0,0,0,12000000
Poland,1830,0,0,0,13500000
Poland,1840,0,0,0,15000000
Poland,1850,0,0,0,16500000
Scotland,1300,0,0,0,500000
Scotland,1310,0,0,0,490000
Scotland,1320,0,0,0,480000
Scotland,1330,0,0,0,470000
Scotland,1340,0,0,0,460000
Scotland,1350,0,0,0,450000
Scotland,1360,0,0,0,440000
Scotland,1370,0,0,0,430000
Scotland,1380,0,0,0,420000
Scotland,1390,0,0,0,410000
Scotland,1400,0,0,0,400000
Scotland,1410,0,0,0,410000
Scotland,1420,0,0,0,420000
Scotland,1430,0,0,0,430000
Scotland,1440,0,0,0,440000
Scotland,1450,0,0,0,450000
Scotland,1460,0,0,0,460000
Scotland,1470,1,1,0,470000
Scotland,1480,0,0,0,480000
Scotland,1490,0,0,0,490000
Scotland,1500,0,0,0,500000
Scotland,1510,0,0,0,520000
Scotland,1520,0,0,0,540000
Scotland,1530,0,0,0,560000
Scotland,1540,0,0,0,580000
Scotland,1550,0,0,0,600000
Scotland,1560,59,0,5,620000
Scotland,1570,36,2,1,640000
Scotland,1580,25,1,0,660000
Scotland,1590,255,34,0,680000
Scotland,1600,50,7,0,700000
Scotland,1610,111,11,0,730000
Scotland,1620,390,18,0,760000
Scotland,1630,208,13,3,790000
Scotland,1640,863,25,15,820000
Scotland,1650,446,19,8,850000
Scotland,1660,704,29,0,880000
Scotland,1670,156,23,0,910000
Scotland,1680,32,0,0,940000
Scotland,1690,119,7,0,970000
Scotland,1700,84,0,0,1000000
Scotland,1710,12,0,0,1025000
Scotland,1720,12,0,0,1050000
Scotland,1730,0,0,0,1075000
Scotland,1740,0,0,0,1100000
Scotland,1750,0,0,0,1125000
Scotland,1760,0,0,0,1150000
Scotland,1770,0,0,0,1175000
Scotland,1780,0,0,0,1200000
Scotland,1790,0,0,0,1225000
Scotland,1800,0,0,0,1250000
Scotland,1810,0,0,0,1575000
Scotland,1820,0,0,0,1900000
Scotland,1830,0,0,0,2225000
Scotland,1840,0,0,0,2550000
Scotland,1850,0,0,0,2875000
Spain,1300,0,0,0,7500000
Spain,1310,0,0,0,7300000
Spain,1320,0,0,0,7100000
Spain,1330,0,0,0,6900000
Spain,1340,0,0,0,6700000
Spain,1350,0,0,0,6500000
Spain,1360,0,0,0,6300000
Spain,1370,0,0,0,6100000
Spain,1380,0,0,0,5900000
Spain,1390,0,0,0,5700000
Spain,1400,0,0,0,5500000
Spain,1410,0,0,0,5600000
Spain,1420,0,0,0,5700000
Spain,1430,2,0,0,5800000
Spain,1440,0,0,0,5900000
Spain,1450,1,1,0,6000000
Spain,1460,0,0,0,6100000
Spain,1470,0,0,0,6200000
Spain,1480,0,0,0,6300000
Spain,1490,0,0,0,6400000
Spain,1500,0,0,0,6500000
Spain,1510,0,0,0,6700000
Spain,1520,0,0,0,6900000
Spain,1530,0,0,0,7100000
Spain,1540,0,0,0,7300000
Spain,1550,0,0,0,7500000
Spain,1560,0,0,0,7700000
Spain,1570,0,0,0,7900000
Spain,1580,0,0,0,8100000
Spain,1590,0,0,0,8300000
Spain,1600,0,0,0,8500000
Spain,1610,1946,0,0,8450000
Spain,1620,0,0,0,8400000
Spain,1630,0,0,1,8350000
Spain,1640,0,0,7,8300000
Spain,1650,0,0,0,8250000
Spain,1660,0,0,0,8200000
Spain,1670,0,0,0,8150000
Spain,1680,0,0,0,8100000
Spain,1690,0,0,0,8050000
Spain,1700,0,0,0,8000000
Spain,1710,0,0,0,8350000
Spain,1720,0,0,0,8700000
Spain,1730,0,0,0,9050000
Spain,1740,0,0,0,9400000
Spain,1750,0,0,0,9750000
Spain,1760,0,0,0,10100000
Spain,1770,0,0,0,10450000
Spain,1780,0,0,0,10800000
Spain,1790,0,0,0,11150000
Spain,1800,0,0,0,11500000
Spain,1810,0,0,0,12200000
Spain,1820,0,0,0,12900000
Spain,1830,0,0,0,13600000
Spain,1840,0,0,0,14300000
Spain,1850,0,0,0,15000000
Sweden,1300,0,0,0,800000
Sweden,1310,0,0,0,780000
Sweden,1320,0,0,0,760000
Sweden,1330,0,0,0,740000
Sweden,1340,0,0,0,720000
Sweden,1350,0,0,0,700000
Sweden,1360,0,0,0,680000
Sweden,1370,0,0,0,660000
Sweden,1380,0,0,0,640000
Sweden,1390,0,0,0,620000
Sweden,1400,0,0,0,600000
Sweden,1410,0,0,0,620000
Sweden,1420,0,0,0,640000
Sweden,1430,0,0,0,660000
Sweden,1440,0,0,0,680000
Sweden,1450,0,0,0,700000
Sweden,1460,0,0,0,720000
Sweden,1470,0,0,0,740000
Sweden,1480,0,0,0,760000
Sweden,1490,0,0,0,780000
Sweden,1500,0,0,0,800000
Sweden,1510,0,0,0,820000
Sweden,1520,0,0,0,840000
Sweden,1530,0,0,0,860000
Sweden,1540,0,0,0,880000
Sweden,1550,0,0,0,900000
Sweden,1560,0,0,0,920000
Sweden,1570,0,0,0,940000
Sweden,1580,0,0,0,960000
Sweden,1590,0,0,0,980000
Sweden,1600,0,0,0,1000000
Sweden,1610,0,0,0,1050000
Sweden,1620,0,0,0,1100000
Sweden,1630,8,0,0,1150000
Sweden,1640,14,0,0,1200000
Sweden,1650,10,0,0,1250000
Sweden,1660,30,0,0,1300000
Sweden,1670,25,0,0,1350000
Sweden,1680,7,0,0,1400000
Sweden,1690,40,0,0,1450000
Sweden,1700,24,0,0,1500000
Sweden,1710,22,0,0,1600000
Sweden,1720,38,0,0,1700000
Sweden,1730,41,0,0,1800000
Sweden,1740,60,0,0,1900000
Sweden,1750,34,0,0,2000000
Sweden,1760,0,0,0,2100000
Sweden,1770,0,0,0,2200000
Sweden,1780,0,0,0,2300000
Sweden,1790,0,0,0,2400000
Sweden,1800,0,0,0,2500000
Sweden,1810,0,0,0,2750000
Sweden,1820,0,0,0,3000000
Sweden,1830,0,0,0,3250000
Sweden,1840,0,0,0,3500000
Sweden,1850,0,0,0,3750000
Switzerland,1300,0,0,0,800000
Switzerland,1310,0,0,0,780000
Switzerland,1320,0,0,0,760000
Switzerland,1330,0,0,0,740000
Switzerland,1340,0,0,0,720000
Switzerland,1350,10,0,0,700000
Switzerland,1360,10,0,0,680000
Switzerland,1370,10,0,0,660000
Switzerland,1380,11,0,0,640000
Switzerland,1390,16,1,0,620000
Switzerland,1400,169,44,0,600000
Switzerland,1410,167,44,0,620000
Switzerland,1420,373,248,0,640000
Switzerland,1430,187,49,0,660000
Switzerland,1440,200,59,0,680000
Switzerland,1450,109,25,0,700000
Switzerland,1460,68,18,0,720000
Switzerland,1470,86,15,0,740000
Switzerland,1480,90,29,0,760000
Switzerland,1490,70,19,0,780000
Switzerland,1500,43,22,0,800000
Switzerland,1510,47,22,0,820000
Switzerland,1520,44,23,1,840000
Switzerland,1530,47,24,2,860000
Switzerland,1540,71,37,0,880000
Switzerland,1550,216,69,0,900000
Switzerland,1560,292,95,0,920000
Switzerland,1570,240,73,0,940000
Switzerland,1580,271,91,0,960000
Switzerland,1590,571,384,0,980000
Switzerland,1600,578,371,1,1000000
Switzerland,1610,901,638,0,1025000
Switzerland,1620,859,633,0,1050000
Switzerland,1630,788,613,0,1075000
Switzerland,1640,853,633,0,1100000
Switzerland,1650,809,603,0,1125000
Switzerland,1660,421,254,0,1150000
Switzerland,1670,492,299,0,1175000
Switzerland,1680,205,78,0,1200000
Switzerland,1690,249,91,0,1225000
Switzerland,1700,83,30,0,1250000
Switzerland,1710,34,13,0,1300000
Switzerland,1720,32,12,0,1350000
Switzerland,1730,42,19,0,1400000
Switzerland,1740,31,12,0,1450000
Switzerland,1750,0,0,0,1500000
Switzerland,1760,0,0,0,1550000
Switzerland,1770,0,0,0,1600000
Switzerland,1780,1,1,0,1650000
Switzerland,1790,0,0,0,1700000
Switzerland,1800,0,0,0,1750000
Switzerland,1810,0,0,0,1900000
Switzerland,1820,0,0,0,2050000
Switzerland,1830,0,0,0,2200000
Switzerland,1840,0,0,0,2350000
Switzerland,1850,0,0,0,2500000
